Electoral wards and divisions Code,Electoral wards and divisions,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E05013787,South Twickenham,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013787,South Twickenham,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,25
E05013787,South Twickenham,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,2
E05013787,South Twickenham,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,140
E05013787,South Twickenham,15,Economically inactive: Retired,1414
E05013787,South Twickenham,16,Economically inactive: Student,912
E05013787,South Twickenham,17,Economically inactive: Looking after home or family,336
E05013787,South Twickenham,18,Economically inactive: Long-term sick or disabled,132
E05013787,South Twickenham,19,Economically inactive: Other,203
E05013788,Teddington,-8,Does not apply,1889
E05013788,Teddington,1,Economically active (excluding full-time students): In employment: Employee: Part-time,749
E05013788,Teddington,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3330
E05013788,Teddington,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,39
E05013788,Teddington,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,114
E05013788,Teddington,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,515
E05013788,Teddington,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,465
E05013788,Teddington,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,256
E05013788,Teddington,8,Economically active and a full-time student: In employment: Employee: Part-time,85
E05013788,Teddington,9,Economically active and a full-time student: In employment: Employee: Full-time,13
E05013788,Teddington,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013788,Teddington,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013788,Teddington,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,17
E05013788,Teddington,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,3
E05013788,Teddington,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,40
E05013788,Teddington,15,Economically inactive: Retired,1835
E05013788,Teddington,16,Economically inactive: Student,506
E05013788,Teddington,17,Economically inactive: Looking after home or family,370
E05013788,Teddington,18,Economically inactive: Long-term sick or disabled,145
E05013788,Teddington,19,Economically inactive: Other,190
E05013789,Twickenham Riverside,-8,Does not apply,2047
E05013789,Twickenham Riverside,1,Economically active (excluding full-time students): In employment: Employee: Part-time,708
E05013789,Twickenham Riverside,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3657
E05013789,Twickenham Riverside,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,28
E05013789,Twickenham Riverside,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,135
E05013789,Twickenham Riverside,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,606
E05013789,Twickenham Riverside,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,637
E05013789,Twickenham Riverside,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,262
E05013789,Twickenham Riverside,8,Economically active and a full-time student: In employment: Employee: Part-time,57
E05013789,Twickenham Riverside,9,Economically active and a full-time student: In employment: Employee: Full-time,12
E05013789,Twickenham Riverside,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013789,Twickenham Riverside,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013789,Twickenham Riverside,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,9
E05013789,Twickenham Riverside,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,4
E05013789,Twickenham Riverside,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,43
E05013789,Twickenham Riverside,15,Economically inactive: Retired,1515
E05013789,Twickenham Riverside,16,Economically inactive: Student,549
E05013789,Twickenham Riverside,17,Economically inactive: Looking after home or family,409
E05013789,Twickenham Riverside,18,Economically inactive: Long-term sick or disabled,117
E05013789,Twickenham Riverside,19,Economically inactive: Other,196
E05013790,West Twickenham,-8,Does not apply,2612
E05013790,West Twickenham,1,Economically active (excluding full-time students): In employment: Employee: Part-time,924
E05013790,West Twickenham,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3451
E05013790,West Twickenham,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,38
E05013790,West Twickenham,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,135
E05013790,West Twickenham,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,477
E05013790,West Twickenham,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,533
E05013790,West Twickenham,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,263
E05013790,West Twickenham,8,Economically active and a full-time student: In employment: Employee: Part-time,82
E05013790,West Twickenham,9,Economically active and a full-time student: In employment: Employee: Full-time,12
E05013790,West Twickenham,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013790,West Twickenham,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013790,West Twickenham,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,12
E05013790,West Twickenham,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,3
E05013790,West Twickenham,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,21
E05013790,West Twickenham,15,Economically inactive: Retired,1374
E05013790,West Twickenham,16,Economically inactive: Student,555
E05013790,West Twickenham,17,Economically inactive: Looking after home or family,378
E05013790,West Twickenham,18,Economically inactive: Long-term sick or disabled,207
E05013790,West Twickenham,19,Economically inactive: Other,228
E05013791,Whitton (Richmond upon Thames),-8,Does not apply,2033
E05013791,Whitton (Richmond upon Thames),1,Economically active (excluding full-time students): In employment: Employee: Part-time,952
E05013791,Whitton (Richmond upon Thames),2,Economically active (excluding full-time students): In employment: Employee: Full-time,3054
E05013791,Whitton (Richmond upon Thames),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,38
E05013791,Whitton (Richmond upon Thames),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,116
E05013791,Whitton (Richmond upon Thames),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,419
E05013791,Whitton (Richmond upon Thames),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,495
E05013791,Whitton (Richmond upon Thames),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,270
E05013791,Whitton (Richmond upon Thames),8,Economically active and a full-time student: In employment: Employee: Part-time,55
E05013791,Whitton (Richmond upon Thames),9,Economically active and a full-time student: In employment: Employee: Full-time,20
E05013791,Whitton (Richmond upon Thames),10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E05013791,Whitton (Richmond upon Thames),11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013791,Whitton (Richmond upon Thames),12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,7
E05013791,Whitton (Richmond upon Thames),13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E05013791,Whitton (Richmond upon Thames),14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,24
E05013791,Whitton (Richmond upon Thames),15,Economically inactive: Retired,1706
E05013791,Whitton (Richmond upon Thames),16,Economically inactive: Student,472
E05013791,Whitton (Richmond upon Thames),17,Economically inactive: Looking after home or family,384
E05013791,Whitton (Richmond upon Thames),18,Economically inactive: Long-term sick or disabled,183
E05013791,Whitton (Richmond upon Thames),19,Economically inactive: Other,207
E05013792,Abbey Road,-8,Does not apply,2015
E05013792,Abbey Road,1,Economically active (excluding full-time students): In employment: Employee: Part-time,616
E05013792,Abbey Road,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4208
E05013792,Abbey Road,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,65
E05013792,Abbey Road,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,241
E05013792,Abbey Road,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,540
E05013792,Abbey Road,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,538
E05013792,Abbey Road,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,326
E05013792,Abbey Road,8,Economically active and a full-time student: In employment: Employee: Part-time,74
E05013792,Abbey Road,9,Economically active and a full-time student: In employment: Employee: Full-time,57
E05013792,Abbey Road,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E05013792,Abbey Road,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05013792,Abbey Road,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,25
E05013792,Abbey Road,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,3
E05013792,Abbey Road,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,73
E05013792,Abbey Road,15,Economically inactive: Retired,1478
E05013792,Abbey Road,16,Economically inactive: Student,1045
E05013792,Abbey Road,17,Economically inactive: Looking after home or family,1042
E05013792,Abbey Road,18,Economically inactive: Long-term sick or disabled,272
E05013792,Abbey Road,19,Economically inactive: Other,426
E05013793,Bayswater,-8,Does not apply,1424
E05013793,Bayswater,1,Economically active (excluding full-time students): In employment: Employee: Part-time,722
E05013793,Bayswater,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4639
E05013793,Bayswater,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,50
E05013793,Bayswater,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,219
E05013793,Bayswater,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,616
E05013793,Bayswater,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,638
E05013793,Bayswater,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,460
E05013793,Bayswater,8,Economically active and a full-time student: In employment: Employee: Part-time,74
E05013793,Bayswater,9,Economically active and a full-time student: In employment: Employee: Full-time,45
E05013793,Bayswater,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,3
E05013793,Bayswater,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013793,Bayswater,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,32
E05013793,Bayswater,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
E05013793,Bayswater,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,58
E05013793,Bayswater,15,Economically inactive: Retired,1060
E05013793,Bayswater,16,Economically inactive: Student,963
E05013793,Bayswater,17,Economically inactive: Looking after home or family,504
E05013793,Bayswater,18,Economically inactive: Long-term sick or disabled,352
E05013793,Bayswater,19,Economically inactive: Other,499
E05013794,Church Street,-8,Does not apply,1972
E05013794,Church Street,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1049
E05013794,Church Street,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2259
E05013794,Church Street,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,42
E05013794,Church Street,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,62
E05013794,Church Street,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,283
E05013794,Church Street,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,272
E05013794,Church Street,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,506
E05013794,Church Street,8,Economically active and a full-time student: In employment: Employee: Part-time,163
E05013794,Church Street,9,Economically active and a full-time student: In employment: Employee: Full-time,45
E05013794,Church Street,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013794,Church Street,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013794,Church Street,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,14
E05013794,Church Street,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,9
E05013794,Church Street,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,115
E05013794,Church Street,15,Economically inactive: Retired,1182
E05013794,Church Street,16,Economically inactive: Student,1208
E05013794,Church Street,17,Economically inactive: Looking after home or family,983
E05013794,Church Street,18,Economically inactive: Long-term sick or disabled,864
E05013794,Church Street,19,Economically inactive: Other,639
E05013795,Harrow Road,-8,Does not apply,1681
E05013795,Harrow Road,1,Economically active (excluding full-time students): In employment: Employee: Part-time,969
E05013795,Harrow Road,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3439
E05013795,Harrow Road,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,41
E05013795,Harrow Road,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,101
E05013795,Harrow Road,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,470
E05013795,Harrow Road,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,538
E05013795,Harrow Road,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,467
E05013795,Harrow Road,8,Economically active and a full-time student: In employment: Employee: Part-time,94
E05013795,Harrow Road,9,Economically active and a full-time student: In employment: Employee: Full-time,34
E05013795,Harrow Road,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013795,Harrow Road,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05013795,Harrow Road,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,20
E05013795,Harrow Road,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
E05013795,Harrow Road,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,44
E05013795,Harrow Road,15,Economically inactive: Retired,905
E05013795,Harrow Road,16,Economically inactive: Student,781
E05013795,Harrow Road,17,Economically inactive: Looking after home or family,648
E05013795,Harrow Road,18,Economically inactive: Long-term sick or disabled,649
E05013795,Harrow Road,19,Economically inactive: Other,491
E05013796,Hyde Park,-8,Does not apply,1179
E05013796,Hyde Park,1,Economically active (excluding full-time students): In employment: Employee: Part-time,556
E05013796,Hyde Park,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3122
E05013796,Hyde Park,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,58
E05013796,Hyde Park,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,206
E05013796,Hyde Park,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,338
E05013796,Hyde Park,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,455
E05013796,Hyde Park,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,281
E05013796,Hyde Park,8,Economically active and a full-time student: In employment: Employee: Part-time,119
E05013796,Hyde Park,9,Economically active and a full-time student: In employment: Employee: Full-time,49
E05013796,Hyde Park,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E05013796,Hyde Park,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,4
E05013796,Hyde Park,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,29
E05013796,Hyde Park,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
E05013796,Hyde Park,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,134
E05013796,Hyde Park,15,Economically inactive: Retired,831
E05013796,Hyde Park,16,Economically inactive: Student,1553
E05013796,Hyde Park,17,Economically inactive: Looking after home or family,619
E05013796,Hyde Park,18,Economically inactive: Long-term sick or disabled,292
E05013796,Hyde Park,19,Economically inactive: Other,486
E05013797,Knightsbridge & Belgravia,-8,Does not apply,1374
E05013797,Knightsbridge & Belgravia,1,Economically active (excluding full-time students): In employment: Employee: Part-time,526
E05013797,Knightsbridge & Belgravia,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2999
E05013797,Knightsbridge & Belgravia,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,85
E05013797,Knightsbridge & Belgravia,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,291
E05013797,Knightsbridge & Belgravia,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,500
E05013797,Knightsbridge & Belgravia,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,505
E05013797,Knightsbridge & Belgravia,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,266
E05013797,Knightsbridge & Belgravia,8,Economically active and a full-time student: In employment: Employee: Part-time,65
E05013797,Knightsbridge & Belgravia,9,Economically active and a full-time student: In employment: Employee: Full-time,26
E05013797,Knightsbridge & Belgravia,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,3
E05013797,Knightsbridge & Belgravia,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,3
E05013797,Knightsbridge & Belgravia,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,18
E05013797,Knightsbridge & Belgravia,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,11
E05013797,Knightsbridge & Belgravia,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,75
E05013797,Knightsbridge & Belgravia,15,Economically inactive: Retired,1144
E05013797,Knightsbridge & Belgravia,16,Economically inactive: Student,1642
E05013797,Knightsbridge & Belgravia,17,Economically inactive: Looking after home or family,727
E05013797,Knightsbridge & Belgravia,18,Economically inactive: Long-term sick or disabled,219
E05013797,Knightsbridge & Belgravia,19,Economically inactive: Other,548
E05013798,Lancaster Gate,-8,Does not apply,1017
E05013798,Lancaster Gate,1,Economically active (excluding full-time students): In employment: Employee: Part-time,627
E05013798,Lancaster Gate,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4183
E05013798,Lancaster Gate,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,47
E05013798,Lancaster Gate,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,174
E05013798,Lancaster Gate,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,475
E05013798,Lancaster Gate,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,566
E05013798,Lancaster Gate,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,363
E05013798,Lancaster Gate,8,Economically active and a full-time student: In employment: Employee: Part-time,92
E05013798,Lancaster Gate,9,Economically active and a full-time student: In employment: Employee: Full-time,61
E05013798,Lancaster Gate,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013798,Lancaster Gate,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05013798,Lancaster Gate,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,35
E05013798,Lancaster Gate,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
E05013798,Lancaster Gate,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,65
E05013798,Lancaster Gate,15,Economically inactive: Retired,941
E05013798,Lancaster Gate,16,Economically inactive: Student,1169
E05013798,Lancaster Gate,17,Economically inactive: Looking after home or family,436
E05013798,Lancaster Gate,18,Economically inactive: Long-term sick or disabled,292
E05013798,Lancaster Gate,19,Economically inactive: Other,400
E05013799,Little Venice,-8,Does not apply,1499
E05013799,Little Venice,1,Economically active (excluding full-time students): In employment: Employee: Part-time,743
E05013799,Little Venice,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3271
E05013799,Little Venice,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,49
E05013799,Little Venice,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,171
E05013799,Little Venice,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,513
E05013799,Little Venice,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,524
E05013799,Little Venice,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,305
E05013799,Little Venice,8,Economically active and a full-time student: In employment: Employee: Part-time,56
E05013799,Little Venice,9,Economically active and a full-time student: In employment: Employee: Full-time,22
E05013799,Little Venice,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013799,Little Venice,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013799,Little Venice,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,9
E05013799,Little Venice,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E05013799,Little Venice,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,47
E05013799,Little Venice,15,Economically inactive: Retired,991
E05013799,Little Venice,16,Economically inactive: Student,727
E05013799,Little Venice,17,Economically inactive: Looking after home or family,515
E05013799,Little Venice,18,Economically inactive: Long-term sick or disabled,519
E05013799,Little Venice,19,Economically inactive: Other,403
E05013800,Maida Vale,-8,Does not apply,1876
E05013800,Maida Vale,1,Economically active (excluding full-time students): In employment: Employee: Part-time,826
E05013800,Maida Vale,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4018
E05013800,Maida Vale,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,41
E05013800,Maida Vale,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,138
E05013800,Maida Vale,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,458
E05013800,Maida Vale,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,515
E05013800,Maida Vale,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,502
E05013800,Maida Vale,8,Economically active and a full-time student: In employment: Employee: Part-time,95
E05013800,Maida Vale,9,Economically active and a full-time student: In employment: Employee: Full-time,36
E05013800,Maida Vale,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013800,Maida Vale,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2
E05013800,Maida Vale,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,16
E05013800,Maida Vale,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,4
E05013800,Maida Vale,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,40
E05013800,Maida Vale,15,Economically inactive: Retired,841
E05013800,Maida Vale,16,Economically inactive: Student,756
E05013800,Maida Vale,17,Economically inactive: Looking after home or family,588
E05013800,Maida Vale,18,Economically inactive: Long-term sick or disabled,504
E05013800,Maida Vale,19,Economically inactive: Other,405
E05013801,Marylebone,-8,Does not apply,1258
E05013801,Marylebone,1,Economically active (excluding full-time students): In employment: Employee: Part-time,639
E05013801,Marylebone,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4520
E05013801,Marylebone,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,44
E05013801,Marylebone,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,307
E05013801,Marylebone,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,529
E05013801,Marylebone,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,621
E05013801,Marylebone,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,283
E05013801,Marylebone,8,Economically active and a full-time student: In employment: Employee: Part-time,114
E05013801,Marylebone,9,Economically active and a full-time student: In employment: Employee: Full-time,51
E05013801,Marylebone,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013801,Marylebone,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2
E05013801,Marylebone,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,40
E05013801,Marylebone,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
E05013801,Marylebone,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,105
E05013801,Marylebone,15,Economically inactive: Retired,1103
E05013801,Marylebone,16,Economically inactive: Student,1333
E05013801,Marylebone,17,Economically inactive: Looking after home or family,539
E05013801,Marylebone,18,Economically inactive: Long-term sick or disabled,256
E05013801,Marylebone,19,Economically inactive: Other,404
E05013802,Pimlico North,-8,Does not apply,1010
E05013802,Pimlico North,1,Economically active (excluding full-time students): In employment: Employee: Part-time,638
E05013802,Pimlico North,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3837
E05013802,Pimlico North,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,39
E05013802,Pimlico North,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,142
E05013802,Pimlico North,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,403
E05013802,Pimlico North,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,529
E05013802,Pimlico North,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,315
E05013802,Pimlico North,8,Economically active and a full-time student: In employment: Employee: Part-time,71
E05013802,Pimlico North,9,Economically active and a full-time student: In employment: Employee: Full-time,31
E05013802,Pimlico North,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,4
E05013802,Pimlico North,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013802,Pimlico North,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,18
E05013802,Pimlico North,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,6
E05013802,Pimlico North,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
E05013802,Pimlico North,15,Economically inactive: Retired,1089
E05013802,Pimlico North,16,Economically inactive: Student,621
E05013802,Pimlico North,17,Economically inactive: Looking after home or family,406
E05013802,Pimlico North,18,Economically inactive: Long-term sick or disabled,644
E05013802,Pimlico North,19,Economically inactive: Other,443
E05013803,Pimlico South,-8,Does not apply,1554
E05013803,Pimlico South,1,Economically active (excluding full-time students): In employment: Employee: Part-time,794
E05013803,Pimlico South,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3199
E05013803,Pimlico South,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,65
E05013803,Pimlico South,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,99
E05013803,Pimlico South,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,398
E05013803,Pimlico South,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,461
E05013803,Pimlico South,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,415
E05013803,Pimlico South,8,Economically active and a full-time student: In employment: Employee: Part-time,92
E05013803,Pimlico South,9,Economically active and a full-time student: In employment: Employee: Full-time,27
E05013803,Pimlico South,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013803,Pimlico South,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2
E05013803,Pimlico South,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,24
E05013803,Pimlico South,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,5
E05013803,Pimlico South,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
E05013803,Pimlico South,15,Economically inactive: Retired,1251
E05013803,Pimlico South,16,Economically inactive: Student,818
E05013803,Pimlico South,17,Economically inactive: Looking after home or family,561
E05013803,Pimlico South,18,Economically inactive: Long-term sick or disabled,486
E05013803,Pimlico South,19,Economically inactive: Other,369
